VIN,Stock#,Year,Make,Model,Type,Drive,Odo,Engine,Transmission,Ext color,yard_number,yard_name,Live Start,day_of_week,Event,time_zone,item,lot_number,vehicle_type,year,make,model_group,model_detail,body_style,color,damage_description,secondary_damage,sale_title_state,sale_title_type,has_keys,lot_cond_code,odometer_brand,est_retail_value,repair_cost,fuel_type,cylinders,runs_drives,sale_status,high_bid_non_vix_sealed_vix,special_note,Location,location_state,location_zip5,location_zip4,location_country,currency_code,image_thumbnail,create_date_time,grid_row,make_an_offer_eligible,Current Bid,image_url,trim,last_updated_time,rentals,copart_select,source,Timestamp
KNDPBCA21C7308459,PCA59477,2012,Kia,Sportage,SUV,AWD,164055                                                                                                        ACTUAL,2.4L I4 176hp 168ft. lbs.,Automatic,Red,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2012 Kia Sportage ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
KMHCN46C17U096839,PWW347230,2007,Hyundai,Accent,Sedan,FWD,155518                                                                                                        ACTUAL,1.6L I4 110hp 106ft. lbs.,Automatic,GRAY,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2007 Hyundai Accent ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
3N1AB61E38L732104,NCJ8556,2008,NISSAN,Sentra,Sedan,FWD,130569                                                                                                        ACTUAL,2.0L I4 140hp 147ft. lbs.,Automatic,GRAY,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2008 NISSAN Sentra ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1WWBB15Y2FF305190,NCS154460,1986,itasca,PHASAR,RV,RWD,87416                                                                                                        ACTUAL,2.0L I4 140hp 147ft. lbs.,Manual,WHITE,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 1986 itasca PHASAR ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1FMZU77K25UB18641,DCB1002040,2005,Ford,Explorer Sport Trac,Pickup,4WD,188496                                                                                                        ACTUAL,4.0L NA V6 single overhead cam (SOHC) 12V,Automatic,Red,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2005 Ford ExplorerSportTrac ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
2T2HA31U26C106964,PRS34251,2006,Lexus,RX 330,SUV,AWD,146134                                                                                                        ACTUAL,3L NA V6 double overhead cam (DOHC) 24V,Automatic,GRAY,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2006 Lexus RX330 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
5NMSG13D99H263190,PVV141846,2009,Hyundai,Santa Fe,SUV,FWD,85345                                                                                                        ACTUAL,2.7L V6 185hp 183ft. lbs.,Automatic,SILVER,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2009 Hyundai SantaFe ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
3N1BC1CP8AL385944,NWY11342,2010,NISSAN,Versa,HATCHBACK,FWD,120620                                                                                                        ACTUAL,1.8L I4 122hp 127ft. lbs.,Automatic,GRAY,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2010 NISSAN Versa ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1C4NJRFB8CD658937,NWY11283,2012,JEEP,Patriot,SUV,4X4,205082                                                                                                        ACTUAL,2.4L I4 172hp 165ft. lbs.,Automatic,WHITE,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2012 JEEP Patriot ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1FMCU93Z48KE03653,DXY24664,2008,Ford,Escape,SUV,AWD,117138                                                                                                        ACTUAL,2.3L inline 4 double overhead camshaft 16V,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2008 Ford Escape ,,,,,,,,,,,,,,,,,,,,,,,,"Washington, DC",,,,,$,,,,,,,,,,,,
2T2GK31U09C064565,PWW347420,2009,Lexus,RX 350,SUV,FWD,97716                                                                                                        ACTUAL,3.5L V6 270hp 251ft. lbs.,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2009 Lexus RX350 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
KM8SC73D94U575389,PVV141838,2004,Hyundai,Santa Fe,SUV,AWD,111473                                                                                                        ACTUAL,2.7L V6 173hp 182ft. lbs.,Automatic,BLUE,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2004 Hyundai SantaFe ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
5N1AR18W97C618107,NPD61471,2007,NISSAN,Pathfinder,SUV,4WD,124044                                                                                                        ACTUAL,4.0L V6 266hp 288ft. lbs.,Automatic,Red,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2007 NISSAN Pathfinder ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1J4GL48K52W129137,NGN806719,2002,JEEP,Liberty,SUV,4WD,162765                                                                                                        ACTUAL,3.7L V6 210hp 235ft. lbs.,Automatic,Red,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2002 JEEP Liberty ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
3FAHP06ZX9R174889,DCB1002139,2009,Ford,Fusion,Sedan,FWD,225337                                                                                                        ACTUAL,2.3L I4 160hp 156ft. lbs.,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2009 Ford Fusion ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
SAJWA01B07HN79396,PET478142,2007,Jaguar,S-Type,Sedan,RWD,150237                                                                                                        ACTUAL,4.2L V8 300hp 310ft. lbs.,Automatic,BLUE,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2007 Jaguar S-Type ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
2T2HA31U54C005897,PWW347774,2004,Lexus,RX 330,SUV,AWD,273144                                                                                                        ACTUAL,3L NA V6 double overhead cam (DOHC) 24V,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2004 Lexus RX330 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
5N1AA0NCXDN611257,NWW252971,2013,NISSAN,Armada,SUV,4X4,253323                                                                                                        ACTUAL,5.6L V8 317hp 385ft. lbs.,Automatic,GRAY,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2013 NISSAN Armada ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
KNAGG4A84A5411862,NWW252939,2010,Kia,Optima,Sedan,FWD,133355                                                                                                        ACTUAL,2.4L I4 175hp 169ft. lbs.,Automatic,GRAY,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2010 Kia Optima ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1FAFP24136G169486,DRU679396,2006,Ford,Five Hundred,4 DOOR SEDAN,FWD,259918                                                                                                        ACTUAL,3.0L V6 203hp 207ft. lbs.,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2006 Ford FiveHundred ,,,,,,,,,,,,,,,,,,,,,,,,"Washington, DC",,,,,$,,,,,,,,,,,,
1J4FJ27S8TL309948,PWW347890,1996,JEEP,Cherokee,SUV,4WD,186424                                                                                                        ACTUAL,4.0L I6 OHV 12V FI Engine,Automatic,GREEN,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 1996 JEEP Cherokee ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JTHBA30G355078883,PHV160168,2005,Lexus,ES 330,Sedan,FWD,146113                                                                                                        ACTUAL,3.3L V6 225hp 240ft. lbs.,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2005 Lexus ES330 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
YS3FB45S651017725,NPD61437,2005,Saab,9-3,Sedan,FWD,88481                                                                                                        ACTUAL,2.0L TC I4 double overhead cam (DOHC) 16V,Manual,SILVER,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2005 Saab 9-3 ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
JM3ER2A57B0365724,NCS154488,2011,Mazda,CX-7,SUV,FWD,205280                                                                                                        ACTUAL,2.5L I4 161hp 161ft. lbs.,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2011 Mazda CX-7 ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1FAHP53295A195225,DCB1002412,2005,Ford,Taurus,Sedan,FWD,122302                                                                                                        ACTUAL,3.0L Flex Fuel V6 153hp 185ft. lbs.,Automatic,PURPLE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2005 Ford Taurus ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
1J8FF28W88D593326,PCS373781,2008,JEEP,Patriot,SUV,4X4,40668                                                                                                        ACTUAL,3.0L Flex Fuel V6 153hp 185ft. lbs.,Automatic,BLACK,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2008 JEEP Patriot ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JTHCE96SX80017796,PBR700004,2008,Lexus,GS 350,Sedan,AWD,190094                                                                                                        ACTUAL,3.5L V6 303hp 274ft. lbs.,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2008 Lexus GS350 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
YS3ED49A453505826,NPD61475,2005,Saab,9-5,Sedan,FWD,175196                                                                                                        ACTUAL,2L TC I4 double overhead cam (DOHC) 16V,Automatic,GRAY,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2005 Saab 9-5 ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
JM1BK324781128066,NCJ8554,2008,Mazda,MAZDA3,Sedan,FWD,234852                                                                                                        ACTUAL,2.3L I4 156hp 150ft. lbs.,Automatic,BLUE,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2008 Mazda MAZDA3 ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
